          2.6100       1127.0000
          3.7400       1145.6600
          4.8900       1164.2000
          6.0600       1182.6100
          7.2500       1201.0700
          8.4600       1219.4700
          9.6900       1237.8100
         10.9400       1255.8800
         12.2100       1274.0200
         13.5000       1292.1600
         14.8100       1310.1000
         16.1400       1327.9100
         17.4900       1345.8500
         18.8600       1363.4800
         20.2500       1381.1400
         21.6600       1398.7900
         23.0900       1416.1100
         24.5400       1433.7000
         26.0100       1450.7600
         27.5000       1468.2100
         29.0100       1485.0900
         30.5400       1502.3200
         32.0900       1519.1000
         33.6600       1536.0300
         35.2500       1552.7900
         36.8600       1569.3400
         38.4900       1586.0200
         40.1400       1602.3900
         41.8100       1618.7100
         43.5000       1635.0500
         45.2100       1651.2100
         46.9400       1667.1200
         48.6900       1683.1200
         50.4600       1699.0000
         52.2500       1714.7600
         54.0600       1730.2900
         55.8900       1745.7700
         57.7400       1761.1900
         59.6100       1776.4900
         61.5000       1791.6700
         63.4100       1806.7300
         65.3400       1821.6700
         67.2900       1836.4900
         69.2600       1851.1900
         71.2500       1865.7700
         73.2600       1880.2300
         75.2900       1894.5700
         77.3400       1908.7900
         79.4100       1922.8900
         81.5000       1936.8700
         83.6100       1950.7300
         85.7400       1964.4700
         87.8900       1978.0324
         90.0600       1991.7255
         92.2500       2017.4170
         94.4600       2195.9971
         96.6900       2993.4289
         98.9400       4036.9101
        101.2100       3496.9298
        103.5000       2449.4380
        105.8100       2114.6301
        108.1400       2095.0130
        110.4900       2106.5888
        112.8600       2118.5700
        115.2500       2130.5300
        117.6600       2142.4200
        120.0900       2153.9200
        122.5400       2165.6300
        125.0100       2176.7500
        127.5000       2188.2000
        130.0100       2199.0200
        132.5400       2210.1300
        135.0900       2220.7300
        137.6600       2231.4200
        140.2500       2241.8800
        142.8600       2252.0700
        145.4900       2262.3300
        148.1400       2272.2200
        150.8100       2282.0000
        153.5000       2291.7400
        156.2100       2301.2400
        158.9400       2310.4300
        161.6900       2319.6500
        164.4600       2328.6900
        167.2500       2337.5500
        170.0600       2346.1200
        172.8900       2354.5800
        175.7400       2362.9200
        178.6100       2371.0800
        181.5000       2379.0600
        184.4100       2386.8600
        187.3400       2394.4800
        190.2900       2401.9200
        193.2600       2409.1800
        196.2500       2416.2600
        199.2600       2423.1600
        202.2900       2429.8800
        205.3400       2436.4200
        208.4100       2442.7800
        211.5000       2448.9600
        214.6100       2454.9600
        217.7400       2460.7800
        220.8900       2466.3600
        224.0600       2471.6900
        227.2500       2476.9500
        230.4600       2482.0300
        233.6900       2486.9300
        236.9400       2491.4400
        240.2100       2495.9000
        243.5000       2500.2400
        246.8100       2504.2600
        250.1400       2508.0300
        253.4900       2511.8100
        256.8600        104.1600
        260.2500          0.0000
        263.6600          0.0000
        267.0900          0.0000
        270.5400          0.0000
        274.0100          0.0000
        277.5000          0.0000
        281.0100          0.0000
        284.5400          0.0000
        288.0900          0.0000
        291.6600          0.0000
        295.2500          0.0000
        298.8600          0.0000
        302.4900          0.0000
        306.1400          0.0000
        309.8100          0.0000
        313.5000          0.0000
        317.2100          0.0000
        320.9400          0.0000
        324.6900          0.0000
        328.4600          0.0000
        332.2500          0.0000
        336.0600          0.0000
        339.8900          0.0000
        343.7400          0.0000
        347.6100          0.0000
        351.5000          0.0000
        355.4100          0.0000
        359.3400          0.0000
        363.2900          0.0000
        367.2600          0.0000
        371.2500          0.0000
        375.2600          0.0000
        379.2900          0.0000
        383.3400          0.0000
        387.4100          0.0000
        391.5000          0.0000
        395.6100          0.0000
        399.7400          0.0000
        403.8900          0.0000
        408.0600          0.0000
        412.2500          0.0000
        416.4600          0.0000
        420.6900          0.0000
        424.9400          0.0000
        429.2100          0.0000
        433.5000          0.0000
        437.8100          0.0000
        442.1400          0.0000
        446.4900          0.0000
        450.8600          0.0000
        455.2500          0.0000
        459.6600          0.0000
        464.0900          0.0000
