        468.5400          0.0000
        473.0100          0.0000
        477.5000          0.0000
        482.0100          0.0000
        486.5400          0.0000
        491.0900          0.0000
        495.6600          0.0000
        500.2500          0.0000
        504.8600          0.0000
        509.4900          0.0000
        514.1400          0.0000
        518.8100          0.0000
        523.5000          0.0000
        528.2100          0.0000
        532.9400          0.0000
        537.6900          0.0000
        542.4600          0.0000
        547.2500          0.0000
        552.0600          0.0000
        556.8900          0.0000
        561.7400          0.0000
        566.6100          0.0000
        571.5000          0.0000
        576.4100          0.0000
        581.3400          0.0000
        586.2900          0.0000
        591.2600          0.0000
        596.2500          0.0000
        601.2600          0.0000
        606.2900          0.0000
        611.3400          0.0000
        616.4100          0.0000
        621.5000          0.0000
        626.6100          0.0000
        631.7400          0.0000
        636.8900          0.0000
        642.0600          0.0000
        647.2500          0.0000
        652.4600          0.0000
        657.6900          0.0000
        662.9400          0.0000
        668.2100          0.0000
        673.5000          0.0000
        678.8100          0.0000
        684.1400          0.0000
        689.4900          0.0000
        694.8600          0.0000
        700.2500          0.0000
        705.6600          0.0000
        711.0900          0.0000
        716.5400          0.0000
        722.0100          0.0000
        727.5000          0.0000
        733.0100          0.0000
        738.5400          0.0000
        744.0900          0.0000
        749.6600          0.0000
        755.2500          0.0000
        760.8600          0.0000
        766.4900          0.0000
        772.1400          0.0000
        777.8100          0.0000
        783.5000          0.0000
        789.2100          0.0000
        794.9400          0.0000
        800.6900          0.0000
        806.4600          0.0000
        812.2500          0.0000
        818.0600          0.0000
        823.8900          0.0000
        829.7400          0.0000
        835.6100          0.0000
        841.5000          0.0000
        847.4100          0.0000
        853.3400          0.0000
        859.2900          0.0000
        865.2600          0.0000
        871.2500          0.0000
        877.2600          0.0000
        883.2900          0.0000
        889.3400          0.0000
        895.4100          0.0000
        901.5000          0.0000
        907.6100          0.0000
        913.7400          0.0000
        919.8900          0.0000
        926.0600          0.0000
        932.2500          0.0000
        938.4600          0.0000

